numero,nombre,tipo,contacto,cargo,correo electronico,telefono,ciudad,pais,observaciones,razon social,tipo de contribuyente,cuit,alta,baja,activo,frecuencia,importe,nro de cuenta,nombre de cuenta,descripcion
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,+56 9 8765 4321,Santiago de Chile,Chile,Observacion DED,S.A.S.,Responsable Inscripto,30-34567890-2,2024-02-03,,True,Mensual,506437.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,+56 9 8765 4321,Santiago de Chile,Chile,Observacion DED,S.A.S.,Responsable Inscripto,30-34567890-2,2024-02-03,,True,Mensual,234530.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,+56 9 8765 4321,Santiago de Chile,Chile,Observacion DED,S.A.S.,Responsable Inscripto,30-34567890-2,2024-02-03,,True,Mensual,531085.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00127,Horizonte Ecologico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,+52 55 1234 5678,Ciudad de Mexico,Mexico,Observacion DRF,ONG,Monotributista,23-45678901-3,2024-02-04,,True,Mensual,487746.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00127,Horizonte Ecologico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,+52 55 1234 5678,Ciudad de Mexico,Mexico,Observacion DRF,ONG,Monotributista,23-45678901-3,2024-02-04,,True,Mensual,459222.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00127,Horizonte Ecologico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,+52 55 1234 5678,Ciudad de Mexico,Mexico,Observacion DRF,ONG,Monotributista,23-45678901-3,2024-02-04,,True,Mensual,232185.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00127,Horizonte Ecologico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,+52 55 1234 5678,Ciudad de Mexico,Mexico,Observacion DRF,ONG,Monotributista,23-45678901-3,2024-02-04,,True,Mensual,351798.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00127,Horizonte Ecologico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,+52 55 1234 5678,Ciudad de Mexico,Mexico,Observacion DRF,ONG,Monotributista,23-45678901-3,2024-02-04,,True,Mensual,546208.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00127,Horizonte Ecologico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,+52 55 1234 5678,Ciudad de Mexico,Mexico,Observacion DRF,ONG,Monotributista,23-45678901-3,2024-02-04,,True,Mensual,584457.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00127,Horizonte Ecologico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,+52 55 1234 5678,Ciudad de Mexico,Mexico,Observacion DRF,ONG,Monotributista,23-45678901-3,2024-02-04,,True,Mensual,420123.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00127,Horizonte Ecologico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,+52 55 1234 5678,Ciudad de Mexico,Mexico,Observacion DRF,ONG,Monotributista,23-45678901-3,2024-02-04,,True,Mensual,268596.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00128,Fundacion UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,+57 300 123 4567,Bogota,Colombia,Observacion GG,ONG,Monotributista,33-56789012-4,2024-02-05,,True,Mensual,90795.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00128,Fundacion UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,+57 300 123 4567,Bogota,Colombia,Observacion GG,ONG,Monotributista,33-56789012-4,2024-02-05,,True,Mensual,75887.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00128,Fundacion UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,+57 300 123 4567,Bogota,Colombia,Observacion GG,ONG,Monotributista,33-56789012-4,2024-02-05,,True,Mensual,97534.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00128,Fundacion UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,+57 300 123 4567,Bogota,Colombia,Observacion GG,ONG,Monotributista,33-56789012-4,2024-02-05,,True,Mensual,117968.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00128,Fundacion UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,+57 300 123 4567,Bogota,Colombia,Observacion GG,ONG,Monotributista,33-56789012-4,2024-02-05,,True,Mensual,359060.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00128,Fundacion UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,+57 300 123 4567,Bogota,Colombia,Observacion GG,ONG,Monotributista,33-56789012-4,2024-02-05,,True,Mensual,523200.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00128,Fundacion UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,+57 300 123 4567,Bogota,Colombia,Observacion GG,ONG,Monotributista,33-56789012-4,2024-02-05,,True,Mensual,329953.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00128,Fundacion UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,+57 300 123 4567,Bogota,Colombia,Observacion GG,ONG,Monotributista,33-56789012-4,2024-02-05,,True,Mensual,471594.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00129,Corporacion NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,+57 300 123 4567,Bogota,Colombia,Observacion II,S.A.,Responsable Inscripto,30-98765432-1,2023-01-01,,True,Mensual,298586.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00129,Corporacion NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,+57 300 123 4567,Bogota,Colombia,Observacion II,S.A.,Responsable Inscripto,30-98765432-1,2023-01-01,,True,Mensual,484258.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00129,Corporacion NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,+57 300 123 4567,Bogota,Colombia,Observacion II,S.A.,Responsable Inscripto,30-98765432-1,2023-01-01,,True,Mensual,445529.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00129,Corporacion NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,+57 300 123 4567,Bogota,Colombia,Observacion II,S.A.,Responsable Inscripto,30-98765432-1,2023-01-01,,True,Mensual,541508.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00129,Corporacion NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,+57 300 123 4567,Bogota,Colombia,Observacion II,S.A.,Responsable Inscripto,30-98765432-1,2023-01-01,,True,Mensual,440936.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00129,Corporacion NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,+57 300 123 4567,Bogota,Colombia,Observacion II,S.A.,Responsable Inscripto,30-98765432-1,2023-01-01,,True,Mensual,312491.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00129,Corporacion NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,+57 300 123 4567,Bogota,Colombia,Observacion II,S.A.,Responsable Inscripto,30-98765432-1,2023-01-01,,True,Mensual,269664.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00129,Corporacion NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,+57 300 123 4567,Bogota,Colombia,Observacion II,S.A.,Responsable Inscripto,30-98765432-1,2023-01-01,,True,Mensual,447841.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00129,Corporacion NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,+57 300 123 4567,Bogota,Colombia,Observacion II,S.A.,Responsable Inscripto,30-98765432-1,2023-01-01,,True,Mensual,500982.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,+57 301 234 5678,Bogota,Colombia,Observacion IIA,S.A.S.,Responsable Inscripto,30-45765232-2,2023-01-02,,True,Mensual,86419.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,+57 301 234 5678,Bogota,Colombia,Observacion IIA,S.A.S.,Responsable Inscripto,30-45765232-2,2023-01-02,,True,Mensual,18374.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,+57 301 234 5678,Bogota,Colombia,Observacion IIA,S.A.S.,Responsable Inscripto,30-45765232-2,2023-01-02,,True,Mensual,51045.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,+57 301 234 5678,Bogota,Colombia,Observacion IIA,S.A.S.,Responsable Inscripto,30-45765232-2,2023-01-02,,True,Mensual,76343.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,+57 301 234 5678,Bogota,Colombia,Observacion IIA,S.A.S.,Responsable Inscripto,30-45765232-2,2023-01-02,,True,Mensual,249539.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,+57 301 234 5678,Bogota,Colombia,Observacion IIA,S.A.S.,Responsable Inscripto,30-45765232-2,2023-01-02,,True,Mensual,251130.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,+57 301 234 5678,Bogota,Colombia,Observacion IIA,S.A.S.,Responsable Inscripto,30-45765232-2,2023-01-02,,True,Mensual,472790.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,+57 301 234 5678,Bogota,Colombia,Observacion IIA,S.A.S.,Responsable Inscripto,30-45765232-2,2023-01-02,,True,Mensual,470152.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,+57 301 234 5678,Bogota,Colombia,Observacion IIAA,S.A.S.,Responsable Inscripto,30-45765232-2,2023-01-02,,True,Mensual,570995.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,+57 301 234 5679,Bogota,Colombia,Observacion IIA,S.A.,Exento,27-65432109-8,2023-01-01,,True,Bimestral,329958.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,+57 301 234 5680,Bogota,Colombia,Observacion IIA,S.A.,Exento,27-65432109-8,2023-01-01,,True,Bimestral,242085.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,+57 301 234 5681,Bogota,Colombia,Observacion IIA,S.A.,Exento,27-65432109-8,2023-01-01,,True,Bimestral,460201.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,+57 301 234 5682,Bogota,Colombia,Observacion IIA,S.A.,Exento,27-65432109-8,2023-01-01,,True,Bimestral,572372.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,+57 301 234 5683,Bogota,Colombia,Observacion IIA,S.A.,Exento,27-65432109-8,2023-01-01,,True,Bimestral,408599.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,2023-12-31,True,Bimestral,60805.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,32127.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,63835.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,84204.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,121573.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,179927.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,433438.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,526926.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,271642.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,400338.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,545228.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,244089.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,569863.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,465762.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,268395.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,694300.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,676067.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,727911.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,538554.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,572337.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,604351.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,563349.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,697998.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,675277.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,747671.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,607880.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,668347.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00135,Logistica Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,Santiago de Chile,Chile,Observacion NN,S.R.L.,Monotributista,20-98765432-1,2020-01-01,,True,Bimestral,761671.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,+57 300 876 5432,Bogota,Colombia,Observacion OO,S.A.,IVA Responsable Inscripto,33-11223344-5,2024-01-01,,True,Mensual,771106.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,+57 300 876 5432,Bogota,Colombia,Observacion OO,S.A.,IVA Responsable Inscripto,33-11223344-5,2024-01-01,,True,Mensual,626668.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,+57 300 876 5432,Bogota,Colombia,Observacion OO,S.A.,IVA Responsable Inscripto,33-11223344-5,2024-01-01,,True,Mensual,647753.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,+57 300 876 5432,Bogota,Colombia,Observacion OO,S.A.,IVA Responsable Inscripto,33-11223344-5,2024-01-01,,True,Mensual,571778.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,+57 300 876 5432,Bogota,Colombia,Observacion OO,S.A.,IVA Responsable Inscripto,33-11223344-5,2024-01-01,,True,Mensual,783804.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,+57 300 876 5432,Bogota,Colombia,Observacion OO,S.A.,IVA Responsable Inscripto,33-11223344-5,2024-01-01,,True,Mensual,578491.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,+57 300 876 5432,Bogota,Colombia,Observacion OO,S.A.,IVA Responsable Inscripto,33-11223344-5,2024-01-01,,True,Mensual,770156.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,+57 300 876 5432,Bogota,Colombia,Observacion OO,S.A.,IVA Responsable Inscripto,33-11223344-5,2024-01-01,,True,Mensual,648108.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,+57 300 876 5432,Bogota,Colombia,Observacion OO,S.A.,IVA Responsable Inscripto,33-11223344-5,2024-01-01,,True,Mensual,556901.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,46148.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,23153.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,83712.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,55339.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,65179.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,173595.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
