numero proveedor,nombre proveedor,cuit,categoria proveedor,tipo de contribuyente,observaciones,contacto,correo electronico,telefono,razon social,importe,fecha,nro_cuenta,ciudad,pais,nombre de cuenta,descripcion,mes
P00115,Ernesto Ruiz,33-65432198-7,Construccion,Iva Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.com,0889-6543,S.A.,11195.0,2021-02-19,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",febrero
P00115,Ernesto Ruiz,33-65432198-7,Construccion,Iva Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.com,0889-6543,S.A.,218095.0,2020-10-22,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",octubre
P00115,Ernesto Ruiz,33-65432198-7,Construccion,Iva Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.com,0889-6543,S.A.,14028.0,2023-01-25,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00115,Ernesto Ruiz,33-65432198-7,Construccion,Iva Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.com,0889-6543,S.A.,289894.0,2023-10-22,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",octubre
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.com,0777-7654,S.R.L.,212213.0,2019-01-27,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",enero
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.com,0777-7654,S.R.L.,189803.0,2019-03-13,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",marzo
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.com,0777-7654,S.R.L.,91956.0,2019-05-13,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",mayo
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.com,0777-7654,S.R.L.,94918.0,2019-06-16,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",junio
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.com,0777-7654,S.R.L.,262781.0,2020-09-22,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",septiembre
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.com,0777-7654,S.R.L.,113111.0,2020-10-25,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.com,0777-7654,S.R.L.,93391.0,2023-01-27,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",enero
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.com,0777-7654,S.R.L.,228821.0,2023-10-25,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
P00117,Juan Castillo,30-87654321-0,Tecnologia,Iva Responsable,-,Juan Castillo,juan.castillo@empresa.com,0345-9998,S.A.,214933.0,2019-01-30,509100,Trelew,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",enero
P00117,Juan Castillo,30-87654321-0,Tecnologia,Iva Responsable,-,Juan Castillo,juan.castillo@empresa.com,0345-9998,S.A.,121607.0,2019-03-16,509100,Trelew,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",marzo
P00117,Juan Castillo,30-87654321-0,Tecnologia,Iva Responsable,-,Juan Castillo,juan.castillo@empresa.com,0345-9998,S.A.,63352.0,2019-05-16,509100,Trelew,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",mayo
P00117,Juan Castillo,30-87654321-0,Tecnologia,Iva Responsable,-,Juan Castillo,juan.castillo@empresa.com,0345-9998,S.A.,60909.0,2019-06-19,509100,Trelew,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",junio
P00117,Juan Castillo,30-87654321-0,Tecnologia,Iva Responsable,-,Juan Castillo,juan.castillo@empresa.com,0345-9998,S.A.,191131.0,2020-09-25,509100,Trelew,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",septiembre
P00117,Juan Castillo,30-87654321-0,Tecnologia,Iva Responsable,-,Juan Castillo,juan.castillo@empresa.com,0345-9998,S.A.,30101.0,2020-10-28,509100,Trelew,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00117,Juan Castillo,30-87654321-0,Tecnologia,Iva Responsable,-,Juan Castillo,juan.castillo@empresa.com,0345-9998,S.A.,239664.0,2023-01-30,509100,Trelew,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",enero
P00117,Juan Castillo,30-87654321-0,Tecnologia,Iva Responsable,-,Juan Castillo,juan.castillo@empresa.com,0345-9998,S.A.,16770.0,2023-10-28,509100,Trelew,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00118,Sofia Martinez,27-12345678-9,Energia Renovable,Responsable Inscripto,-,Sofia Martinez,sofia.martinez@empresa.com,0555-2345,Coop.,167832.0,2019-02-02,501400,Mendoza,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00118,Sofia Martinez,27-12345678-9,Energia Renovable,Responsable Inscripto,-,Sofia Martinez,sofia.martinez@empresa.com,0555-2345,Coop.,247694.0,2019-03-19,501400,Mendoza,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",marzo
P00118,Sofia Martinez,27-12345678-9,Energia Renovable,Responsable Inscripto,-,Sofia Martinez,sofia.martinez@empresa.com,0555-2345,Coop.,113663.0,2019-05-19,501400,Mendoza,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",mayo
P00118,Sofia Martinez,27-12345678-9,Energia Renovable,Responsable Inscripto,-,Sofia Martinez,sofia.martinez@empresa.com,0555-2345,Coop.,19987.0,2019-06-22,501400,Mendoza,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",junio
P00118,Sofia Martinez,27-12345678-9,Energia Renovable,Responsable Inscripto,-,Sofia Martinez,sofia.martinez@empresa.com,0555-2345,Coop.,26855.0,2020-09-28,501400,Mendoza,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",septiembre
P00118,Sofia Martinez,27-12345678-9,Energia Renovable,Responsable Inscripto,-,Sofia Martinez,sofia.martinez@empresa.com,0555-2345,Coop.,299321.0,2020-11-01,501400,Mendoza,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",noviembre
P00118,Sofia Martinez,27-12345678-9,Energia Renovable,Responsable Inscripto,-,Sofia Martinez,sofia.martinez@empresa.com,0555-2345,Coop.,145362.0,2023-02-02,501400,Mendoza,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00118,Sofia Martinez,27-12345678-9,Energia Renovable,Responsable Inscripto,-,Sofia Martinez,sofia.martinez@empresa.com,0555-2345,Coop.,52591.0,2023-11-01,501400,Mendoza,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",noviembre
P00119,Pablo Diaz,23-87654329-8,Transporte,Monotributista,-,Pablo Diaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,285851.0,2019-02-05,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",febrero
P00119,Pablo Diaz,23-87654329-8,Transporte,Monotributista,-,Pablo Diaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,266431.0,2019-03-22,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",marzo
P00119,Pablo Diaz,23-87654329-8,Transporte,Monotributista,-,Pablo Diaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,47892.0,2019-05-22,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",mayo
P00119,Pablo Diaz,23-87654329-8,Transporte,Monotributista,-,Pablo Diaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,143655.0,2019-06-25,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",junio
P00119,Pablo Diaz,23-87654329-8,Transporte,Monotributista,-,Pablo Diaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,253069.0,2021-01-01,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",enero
P00119,Pablo Diaz,23-87654329-8,Transporte,Monotributista,-,Pablo Diaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,124078.0,2020-10-01,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",octubre
P00119,Pablo Diaz,23-87654329-8,Transporte,Monotributista,-,Pablo Diaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,164974.0,2020-11-04,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",noviembre
P00119,Pablo Diaz,23-87654329-8,Transporte,Monotributista,-,Pablo Diaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,98184.0,2023-02-05,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",febrero
P00119,Pablo Diaz,23-87654329-8,Transporte,Monotributista,-,Pablo Diaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,70237.0,2023-10-01,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",octubre
P00119,Pablo Diaz,23-87654329-8,Transporte,Monotributista,-,Pablo Diaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,249088.0,2023-11-04,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",noviembre
P00120,Isabel Ramirez,33-76543218-9,Construccion,Iva Responsable,-,Isabel Ramirez,isabel.ramirez@empresa.com,0999-9876,S.A.,130253.0,2019-02-08,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",febrero
P00120,Isabel Ramirez,33-76543218-9,Construccion,Iva Responsable,-,Isabel Ramirez,isabel.ramirez@empresa.com,0999-9876,S.A.,201168.0,2019-03-25,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",marzo
P00120,Isabel Ramirez,33-76543218-9,Construccion,Iva Responsable,-,Isabel Ramirez,isabel.ramirez@empresa.com,0999-9876,S.A.,182791.0,2019-05-25,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",mayo
P00120,Isabel Ramirez,33-76543218-9,Construccion,Iva Responsable,-,Isabel Ramirez,isabel.ramirez@empresa.com,0999-9876,S.A.,100941.0,2019-06-28,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",junio
P00120,Isabel Ramirez,33-76543218-9,Construccion,Iva Responsable,-,Isabel Ramirez,isabel.ramirez@empresa.com,0999-9876,S.A.,74480.0,2019-07-01,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",julio
P00120,Isabel Ramirez,33-76543218-9,Construccion,Iva Responsable,-,Isabel Ramirez,isabel.ramirez@empresa.com,0999-9876,S.A.,50006.0,2019-07-04,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",julio
P00120,Isabel Ramirez,33-76543218-9,Construccion,Iva Responsable,-,Isabel Ramirez,isabel.ramirez@empresa.com,0999-9876,S.A.,70453.0,2021-01-04,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00120,Isabel Ramirez,33-76543218-9,Construccion,Iva Responsable,-,Isabel Ramirez,isabel.ramirez@empresa.com,0999-9876,S.A.,16006.0,2020-10-04,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",octubre
P00120,Isabel Ramirez,33-76543218-9,Construccion,Iva Responsable,-,Isabel Ramirez,isabel.ramirez@empresa.com,0999-9876,S.A.,168444.0,2020-11-07,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",noviembre
P00120,Isabel Ramirez,33-76543218-9,Construccion,Iva Responsable,-,Isabel Ramirez,isabel.ramirez@empresa.com,0999-9876,S.A.,285123.0,2020-11-10,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",noviembre
P00120,Isabel Ramirez,33-76543218-9,Construccion,Iva Responsable,-,Isabel Ramirez,isabel.ramirez@empresa.com,0999-9876,S.A.,118002.0,2020-11-13,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",noviembre
P00120,Isabel Ramirez,33-76543218-9,Construccion,Iva Responsable,-,Isabel Ramirez,isabel.ramirez@empresa.com,0999-9876,S.A.,262998.0,2023-02-08,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",febrero
P00120,Isabel Ramirez,33-76543218-9,Construccion,Iva Responsable,-,Isabel Ramirez,isabel.ramirez@empresa.com,0999-9876,S.A.,71101.0,2023-10-04,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",octubre
P00120,Isabel Ramirez,33-76543218-9,Construccion,Iva Responsable,-,Isabel Ramirez,isabel.ramirez@empresa.com,0999-9876,S.A.,132812.0,2023-11-07,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",noviembre
P00120,Isabel Ramirez,33-76543218-9,Construccion,Iva Responsable,-,Isabel Ramirez,isabel.ramirez@empresa.com,0999-9876,S.A.,193225.0,2023-11-10,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",noviembre
P00120,Isabel Ramirez,33-76543218-9,Construccion,Iva Responsable,-,Isabel Ramirez,isabel.ramirez@empresa.com,0999-9876,S.A.,198619.0,2023-11-13,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",noviembre
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.com,0123-6789,S.R.L.,222631.0,2020-01-02,509100,San Martin,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",enero
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.com,0123-6789,S.R.L.,61912.0,2020-04-01,509100,San Martin,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",abril
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.com,0123-6789,S.R.L.,235544.0,2020-07-01,509100,San Martin,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",julio
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.com,0123-6789,S.R.L.,153467.0,2020-11-22,509100,San Martin,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",noviembre
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.com,0123-6789,S.R.L.,229698.0,2021-03-04,509100,San Martin,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",marzo
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.com,0123-6789,S.R.L.,66132.0,2020-11-16,509100,San Martin,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",noviembre
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.com,0123-6789,S.R.L.,296580.0,2021-02-19,509100,San Martin,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",febrero
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.com,0123-6789,S.R.L.,228513.0,2022-10-19,509100,San Martin,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00122,Manuel Fernandez,30-98765434-2,Consultoria IT,Iva Responsable,-,Manuel Fernandez,manuel.fernandez@empresa.com,0345-6789,S.A.,183419.0,2020-01-05,501400,Viedma,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",enero
P00122,Manuel Fernandez,30-98765434-2,Consultoria IT,Iva Responsable,-,Manuel Fernandez,manuel.fernandez@empresa.com,0345-6789,S.A.,218194.0,2020-04-04,501400,Viedma,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",abril
P00122,Manuel Fernandez,30-98765434-2,Consultoria IT,Iva Responsable,-,Manuel Fernandez,manuel.fernandez@empresa.com,0345-6789,S.A.,175383.0,2020-07-04,501400,Viedma,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",julio
P00122,Manuel Fernandez,30-98765434-2,Consultoria IT,Iva Responsable,-,Manuel Fernandez,manuel.fernandez@empresa.com,0345-6789,S.A.,216757.0,2020-11-25,501400,Viedma,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",noviembre
P00122,Manuel Fernandez,30-98765434-2,Consultoria IT,Iva Responsable,-,Manuel Fernandez,manuel.fernandez@empresa.com,0345-6789,S.A.,102297.0,2021-03-07,501400,Viedma,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",marzo
P00122,Manuel Fernandez,30-98765434-2,Consultoria IT,Iva Responsable,-,Manuel Fernandez,manuel.fernandez@empresa.com,0345-6789,S.A.,24251.0,2022-11-17,501400,Viedma,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",noviembre
P00122,Manuel Fernandez,30-98765434-2,Consultoria IT,Iva Responsable,-,Manuel Fernandez,manuel.fernandez@empresa.com,0345-6789,S.A.,149161.0,2022-09-22,501400,Viedma,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",septiembre
P00122,Manuel Fernandez,30-98765434-2,Consultoria IT,Iva Responsable,-,Manuel Fernandez,manuel.fernandez@empresa.com,0345-6789,S.A.,91564.0,2022-10-22,501400,Viedma,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00123,Sofia Castro,27-87654321-0,Energia Eolica,Monotributista,-,Sofia Castro,sofia.castro@empresa.com,0456-7890,S.A.,296190.0,2020-01-08,501400,Rawson,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",enero
P00123,Sofia Castro,27-87654321-0,Energia Eolica,Monotributista,-,Sofia Castro,sofia.castro@empresa.com,0456-7890,S.A.,251963.0,2020-04-07,501400,Rawson,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",abril
P00123,Sofia Castro,27-87654321-0,Energia Eolica,Monotributista,-,Sofia Castro,sofia.castro@empresa.com,0456-7890,S.A.,119340.0,2020-07-07,501400,Rawson,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",julio
P00123,Sofia Castro,27-87654321-0,Energia Eolica,Monotributista,-,Sofia Castro,sofia.castro@empresa.com,0456-7890,S.A.,248673.0,2020-11-28,501400,Rawson,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",noviembre
P00123,Sofia Castro,27-87654321-0,Energia Eolica,Monotributista,-,Sofia Castro,sofia.castro@empresa.com,0456-7890,S.A.,75137.0,2022-11-18,501400,Rawson,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",noviembre
P00123,Sofia Castro,27-87654321-0,Energia Eolica,Monotributista,-,Sofia Castro,sofia.castro@empresa.com,0456-7890,S.A.,85257.0,2022-09-25,501400,Rawson,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",septiembre
P00123,Sofia Castro,27-87654321-0,Energia Eolica,Monotributista,-,Sofia Castro,sofia.castro@empresa.com,0456-7890,S.A.,91564.0,2022-10-25,501400,Rawson,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00124,Ricardo Lopez,23-98765432-4,Construccion,Iva Responsable,-,Ricardo Lopez,ricardo.lopez@empresa.com,0567-8901,S.R.L.,88564.0,2020-01-11,516000,Obera,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00124,Ricardo Lopez,23-98765432-4,Construccion,Iva Responsable,-,Ricardo Lopez,ricardo.lopez@empresa.com,0567-8901,S.R.L.,109710.0,2020-04-10,516000,Obera,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",abril
P00124,Ricardo Lopez,23-98765432-4,Construccion,Iva Responsable,-,Ricardo Lopez,ricardo.lopez@empresa.com,0567-8901,S.R.L.,129304.0,2020-07-10,516000,Obera,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",julio
P00124,Ricardo Lopez,23-98765432-4,Construccion,Iva Responsable,-,Ricardo Lopez,ricardo.lopez@empresa.com,0567-8901,S.R.L.,233659.0,2020-12-01,516000,Obera,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",diciembre
P00124,Ricardo Lopez,23-98765432-4,Construccion,Iva Responsable,-,Ricardo Lopez,ricardo.lopez@empresa.com,0567-8901,S.R.L.,30337.0,2021-01-28,516000,Obera,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00124,Ricardo Lopez,23-98765432-4,Construccion,Iva Responsable,-,Ricardo Lopez,ricardo.lopez@empresa.com,0567-8901,S.R.L.,246839.0,2022-09-28,516000,Obera,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",septiembre
P00125,Gabriela Martinez,33-12345678-9,Agroindustria,Monotributista,-,Gabriela Martinez,gabriela.martinez@empresa.com,0678-9012,Coop.,22903.0,2020-01-14,507100,Calafate,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",enero
P00125,Gabriela Martinez,33-12345678-9,Agroindustria,Monotributista,-,Gabriela Martinez,gabriela.martinez@empresa.com,0678-9012,Coop.,247663.0,2020-04-13,507100,Calafate,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",abril
P00125,Gabriela Martinez,33-12345678-9,Agroindustria,Monotributista,-,Gabriela Martinez,gabriela.martinez@empresa.com,0678-9012,Coop.,90516.0,2020-07-13,507100,Calafate,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",julio
P00125,Gabriela Martinez,33-12345678-9,Agroindustria,Monotributista,-,Gabriela Martinez,gabriela.martinez@empresa.com,0678-9012,Coop.,139242.0,2020-12-04,507100,Calafate,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",diciembre
P00125,Gabriela Martinez,33-12345678-9,Agroindustria,Monotributista,-,Gabriela Martinez,gabriela.martinez@empresa.com,0678-9012,Coop.,88185.0,2021-02-01,507100,Calafate,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00125,Gabriela Martinez,33-12345678-9,Agroindustria,Monotributista,-,Gabriela Martinez,gabriela.martinez@empresa.com,0678-9012,Coop.,244816.0,2022-10-01,507100,Calafate,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
