Número Proveedor,Nombre Proveedor,CUIT,Categoría Proveedor,Tipo de Contribuyente,Observaciones,Contacto,Correo Electrónico,Teléfono,Razón Social,Importe,Fecha,Nro_Cuenta,Ciudad,Pais,Nombre de Cuenta,Descripción,Mes
P00113,Roberto Cruz,27-23456789-3,Energía Renovable,Responsable Inscripto,-,Roberto Cruz,roberto.cruz@empresa.com,0555-9876,Cooperativa,"$43.202,00",16/10/2020,501400,Luján,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00113,Roberto Cruz,27-23456789-3,Energía Renovable,Responsable Inscripto,-,Roberto Cruz,roberto.cruz@empresa.com,0555-9876,Cooperativa,"$129.158,00",20/1/2023,501400,Luján,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",enero
P00113,Roberto Cruz,27-23456789-3,Energía Renovable,Responsable Inscripto,-,Roberto Cruz,roberto.cruz@empresa.com,0555-9876,Cooperativa,"$152.240,00",4/3/2023,501400,Luján,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",marzo
P00113,Roberto Cruz,27-23456789-3,Energía Renovable,Responsable Inscripto,-,Roberto Cruz,roberto.cruz@empresa.com,0555-9876,Cooperativa,"$35.853,00",16/10/2023,501400,Luján,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00114,Patricia Gómez,23-87654323-6,Transporte,Monotributista,-,Patricia Gómez,patricia.gomez@empresa.com,0765-3456,S.R.L.,"$13.869,00",22/1/2019,502100,Jujuy,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",enero
P00114,Patricia Gómez,23-87654323-6,Transporte,Monotributista,-,Patricia Gómez,patricia.gomez@empresa.com,0765-3456,S.R.L.,"$157.396,00",7/3/2019,502100,Jujuy,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",marzo
P00114,Patricia Gómez,23-87654323-6,Transporte,Monotributista,-,Patricia Gómez,patricia.gomez@empresa.com,0765-3456,S.R.L.,"$97.345,00",7/5/2019,502100,Jujuy,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",mayo
P00114,Patricia Gómez,23-87654323-6,Transporte,Monotributista,-,Patricia Gómez,patricia.gomez@empresa.com,0765-3456,S.R.L.,"$57.351,00",10/6/2019,502100,Jujuy,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",junio
P00114,Patricia Gómez,23-87654323-6,Transporte,Monotributista,-,Patricia Gómez,patricia.gomez@empresa.com,0765-3456,S.R.L.,"$251.228,00",16/2/2021,502100,Jujuy,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",febrero
P00114,Patricia Gómez,23-87654323-6,Transporte,Monotributista,-,Patricia Gómez,patricia.gomez@empresa.com,0765-3456,S.R.L.,"$257.036,00",19/10/2020,502100,Jujuy,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",octubre
P00114,Patricia Gómez,23-87654323-6,Transporte,Monotributista,-,Patricia Gómez,patricia.gomez@empresa.com,0765-3456,S.R.L.,"$226.947,00",22/1/2023,502100,Jujuy,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",enero
P00114,Patricia Gómez,23-87654323-6,Transporte,Monotributista,-,Patricia Gómez,patricia.gomez@empresa.com,0765-3456,S.R.L.,"$57.471,00",19/10/2023,502100,Jujuy,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",octubre
P00115,Ernesto Ruiz,33-65432198-7,Construcción,IVA Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.com,0889-6543,S.A.,"$277.243,00",25/1/2019,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00115,Ernesto Ruiz,33-65432198-7,Construcción,IVA Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.com,0889-6543,S.A.,"$184.382,00",10/3/2019,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",marzo
P00115,Ernesto Ruiz,33-65432198-7,Construcción,IVA Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.com,0889-6543,S.A.,"$273.206,00",10/5/2019,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",mayo
P00115,Ernesto Ruiz,33-65432198-7,Construcción,IVA Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.com,0889-6543,S.A.,"$109.321,00",13/6/2019,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",junio
P00115,Ernesto Ruiz,33-65432198-7,Construcción,IVA Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.com,0889-6543,S.A.,"$11.195,00",19/2/2021,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",febrero
P00115,Ernesto Ruiz,33-65432198-7,Construcción,IVA Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.com,0889-6543,S.A.,"$218.095,00",22/10/2020,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",octubre
P00115,Ernesto Ruiz,33-65432198-7,Construcción,IVA Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.com,0889-6543,S.A.,"$14.028,00",25/1/2023,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00115,Ernesto Ruiz,33-65432198-7,Construcción,IVA Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.com,0889-6543,S.A.,"$289.894,00",22/10/2023,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",octubre
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.com,0777-7654,S.R.L.,"$212.213,00",27/1/2019,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",enero
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.com,0777-7654,S.R.L.,"$189.803,00",13/3/2019,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",marzo
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.com,0777-7654,S.R.L.,"$91.956,00",13/5/2019,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",mayo
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.com,0777-7654,S.R.L.,"$94.918,00",16/6/2019,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",junio
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.com,0777-7654,S.R.L.,"$262.781,00",22/9/2020,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",septiembre
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.com,0777-7654,S.R.L.,"$113.111,00",25/10/2020,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.com,0777-7654,S.R.L.,"$93.391,00",27/1/2023,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",enero
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.com,0777-7654,S.R.L.,"$228.821,00",25/10/2023,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
P00117,Juan Castillo,30-87654321-0,Tecnología,IVA Responsable,-,Juan Castillo,juan.castillo@empresa.com,0345-9998,S.A.,"$214.933,00",30/1/2019,509100,Trelew,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",enero
P00117,Juan Castillo,30-87654321-0,Tecnología,IVA Responsable,-,Juan Castillo,juan.castillo@empresa.com,0345-9998,S.A.,"$121.607,00",16/3/2019,509100,Trelew,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",marzo
P00117,Juan Castillo,30-87654321-0,Tecnología,IVA Responsable,-,Juan Castillo,juan.castillo@empresa.com,0345-9998,S.A.,"$63.352,00",16/5/2019,509100,Trelew,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",mayo
P00117,Juan Castillo,30-87654321-0,Tecnología,IVA Responsable,-,Juan Castillo,juan.castillo@empresa.com,0345-9998,S.A.,"$60.909,00",19/6/2019,509100,Trelew,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",junio
P00117,Juan Castillo,30-87654321-0,Tecnología,IVA Responsable,-,Juan Castillo,juan.castillo@empresa.com,0345-9998,S.A.,"$191.131,00",25/9/2020,509100,Trelew,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",septiembre
P00117,Juan Castillo,30-87654321-0,Tecnología,IVA Responsable,-,Juan Castillo,juan.castillo@empresa.com,0345-9998,S.A.,"$30.101,00",28/10/2020,509100,Trelew,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00117,Juan Castillo,30-87654321-0,Tecnología,IVA Responsable,-,Juan Castillo,juan.castillo@empresa.com,0345-9998,S.A.,"$239.664,00",30/1/2023,509100,Trelew,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",enero
P00117,Juan Castillo,30-87654321-0,Tecnología,IVA Responsable,-,Juan Castillo,juan.castillo@empresa.com,0345-9998,S.A.,"$16.770,00",28/10/2023,509100,Trelew,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00118,Sofía Martínez,27-12345678-9,Energía Renovable,Responsable Inscripto,-,Sofía Martínez,sofia.martinez@empresa.com,0555-2345,Cooperativa,"$167.832,00",2/2/2019,501400,Mendoza,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00118,Sofía Martínez,27-12345678-9,Energía Renovable,Responsable Inscripto,-,Sofía Martínez,sofia.martinez@empresa.com,0555-2345,Cooperativa,"$247.694,00",19/3/2019,501400,Mendoza,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",marzo
P00118,Sofía Martínez,27-12345678-9,Energía Renovable,Responsable Inscripto,-,Sofía Martínez,sofia.martinez@empresa.com,0555-2345,Cooperativa,"$113.663,00",19/5/2019,501400,Mendoza,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",mayo
P00118,Sofía Martínez,27-12345678-9,Energía Renovable,Responsable Inscripto,-,Sofía Martínez,sofia.martinez@empresa.com,0555-2345,Cooperativa,"$19.987,00",22/6/2019,501400,Mendoza,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",junio
P00118,Sofía Martínez,27-12345678-9,Energía Renovable,Responsable Inscripto,-,Sofía Martínez,sofia.martinez@empresa.com,0555-2345,Cooperativa,"$26.855,00",28/9/2020,501400,Mendoza,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",septiembre
P00118,Sofía Martínez,27-12345678-9,Energía Renovable,Responsable Inscripto,-,Sofía Martínez,sofia.martinez@empresa.com,0555-2345,Cooperativa,"$299.321,00",1/11/2020,501400,Mendoza,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",noviembre
P00118,Sofía Martínez,27-12345678-9,Energía Renovable,Responsable Inscripto,-,Sofía Martínez,sofia.martinez@empresa.com,0555-2345,Cooperativa,"$145.362,00",2/2/2023,501400,Mendoza,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00118,Sofía Martínez,27-12345678-9,Energía Renovable,Responsable Inscripto,-,Sofía Martínez,sofia.martinez@empresa.com,0555-2345,Cooperativa,"$52.591,00",1/11/2023,501400,Mendoza,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",noviembre
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,"$285.851,00",5/2/2019,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",febrero
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,"$266.431,00",22/3/2019,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",marzo
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,"$47.892,00",22/5/2019,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",mayo
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,"$143.655,00",25/6/2019,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",junio
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,"$253.069,00",1/1/2021,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",enero
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,"$124.078,00",1/10/2020,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",octubre
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,"$164.974,00",4/11/2020,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",noviembre
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,"$98.184,00",5/2/2023,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",febrero
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,"$70.237,00",1/10/2023,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",octubre
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.com,0123-7654,S.R.L.,"$249.088,00",4/11/2023,502100,San Fernando,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",noviembre
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.com,0999-9876,S.A.,"$130.253,00",8/2/2019,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",febrero
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.com,0999-9876,S.A.,"$201.168,00",25/3/2019,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",marzo
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.com,0999-9876,S.A.,"$182.791,00",25/5/2019,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",mayo
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.com,0999-9876,S.A.,"$100.941,00",28/6/2019,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",junio
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.com,0999-9876,S.A.,"$74.480,00",1/7/2019,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",julio
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.com,0999-9876,S.A.,"$50.006,00",4/7/2019,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",julio
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.com,0999-9876,S.A.,"$70.453,00",4/1/2021,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.com,0999-9876,S.A.,"$16.006,00",4/10/2020,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",octubre
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.com,0999-9876,S.A.,"$168.444,00",7/11/2020,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",noviembre
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.com,0999-9876,S.A.,"$285.123,00",10/11/2020,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",noviembre
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.com,0999-9876,S.A.,"$118.002,00",13/11/2020,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",noviembre
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.com,0999-9876,S.A.,"$262.998,00",8/2/2023,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",febrero
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.com,0999-9876,S.A.,"$71.101,00",4/10/2023,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",octubre
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.com,0999-9876,S.A.,"$132.812,00",7/11/2023,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",noviembre
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.com,0999-9876,S.A.,"$193.225,00",10/11/2023,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",noviembre
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.com,0999-9876,S.A.,"$198.619,00",13/11/2023,516000,Merlo,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",noviembre
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.com,0123-6789,S.R.L.,"$222.631,00",2/1/2020,509100,San Martín,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",enero
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.com,0123-6789,S.R.L.,"$61.912,00",1/4/2020,509100,San Martín,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",abril
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.com,0123-6789,S.R.L.,"$235.544,00",1/7/2020,509100,San Martín,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",julio
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.com,0123-6789,S.R.L.,"$153.467,00",22/11/2020,509100,San Martín,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",noviembre
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.com,0123-6789,S.R.L.,"$229.698,00",4/3/2021,509100,San Martín,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",marzo
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.com,0123-6789,S.R.L.,"$66.132,00",16/11/2020,509100,San Martín,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",noviembre
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.com,0123-6789,S.R.L.,"$296.580,00",19/2/2021,509100,San Martín,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",febrero
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.com,0123-6789,S.R.L.,"$228.513,00",19/10/2022,509100,San Martín,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00122,Manuel Fernández,30-98765434-2,Consultoría IT,IVA Responsable,-,Manuel Fernández,manuel.fernandez@empresa.com,0345-6789,S.A.,"$183.419,00",5/1/2020,501400,Viedma,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",enero
P00122,Manuel Fernández,30-98765434-2,Consultoría IT,IVA Responsable,-,Manuel Fernández,manuel.fernandez@empresa.com,0345-6789,S.A.,"$218.194,00",4/4/2020,501400,Viedma,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",abril
P00122,Manuel Fernández,30-98765434-2,Consultoría IT,IVA Responsable,-,Manuel Fernández,manuel.fernandez@empresa.com,0345-6789,S.A.,"$175.383,00",4/7/2020,501400,Viedma,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",julio
P00122,Manuel Fernández,30-98765434-2,Consultoría IT,IVA Responsable,-,Manuel Fernández,manuel.fernandez@empresa.com,0345-6789,S.A.,"$216.757,00",25/11/2020,501400,Viedma,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",noviembre
P00122,Manuel Fernández,30-98765434-2,Consultoría IT,IVA Responsable,-,Manuel Fernández,manuel.fernandez@empresa.com,0345-6789,S.A.,"$102.297,00",7/3/2021,501400,Viedma,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",marzo
P00122,Manuel Fernández,30-98765434-2,Consultoría IT,IVA Responsable,-,Manuel Fernández,manuel.fernandez@empresa.com,0345-6789,S.A.,"$24.251,00",17/11/2022,501400,Viedma,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",noviembre
P00122,Manuel Fernández,30-98765434-2,Consultoría IT,IVA Responsable,-,Manuel Fernández,manuel.fernandez@empresa.com,0345-6789,S.A.,"$149.161,00",22/9/2022,501400,Viedma,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",septiembre
P00122,Manuel Fernández,30-98765434-2,Consultoría IT,IVA Responsable,-,Manuel Fernández,manuel.fernandez@empresa.com,0345-6789,S.A.,"$91.564,00",22/10/2022,501400,Viedma,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",octubre
