Número,Nombre,Tipo,Contacto,Cargo,Correo Electrónico,Teléfono,Ciudad,Pais,Observaciones,Razon Social,Tipo de Contribuyente,CUIT,Alta,Baja,Activo,Frecuencia,Importe,Nro de Cuenta,Nombre de Cuenta,Descripción
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$87.280,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$85.785,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$149.833,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$86.746,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$66.711,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$40.287,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,+51 5550-9220,,Perú,Observación O,S.A,Responsable Inscripto,29-38793456-3,23/12/2018,,SI,Anual,"$72.299,00",403103,Ingresos Bonos Contribución,Para fines generales
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,+51 5550-9220,,Perú,Observación O,S.A,Responsable Inscripto,29-38793456-3,23/12/2018,,SI,Anual,"$63.458,00",403103,Ingresos Bonos Contribución,Para fines generales
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,+51 5550-9220,,Perú,Observación O,S.A,Responsable Inscripto,29-38793456-3,23/12/2018,,SI,Anual,"$173.463,00",403103,Ingresos Bonos Contribución,Para fines generales
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,+51 5550-9220,,Perú,Observación O,S.A,Responsable Inscripto,29-38793456-3,23/12/2018,,SI,Anual,"$42.590,00",403103,Ingresos Bonos Contribución,Para fines generales
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,+51 5550-9220,,Perú,Observación O,S.A,Responsable Inscripto,29-38793456-3,23/12/2018,,SI,Anual,"$58.332,00",403103,Ingresos Bonos Contribución,Para fines generales
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,+51 5550-9220,,Perú,Observación O,S.A,Responsable Inscripto,29-38793456-3,23/12/2018,,SI,Anual,"$185.679,00",403103,Ingresos Bonos Contribución,Para fines generales
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,+51 5550-9220,,Perú,Observación O,S.A,Responsable Inscripto,29-38793456-3,23/12/2018,,SI,Anual,"$43.675,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$387.885,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$540.813,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$274.968,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$276.867,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$460.149,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$247.913,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$565.616,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$219.966,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$264.022,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$354.871,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$244.865,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$325.793,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$399.685,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$486.131,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$455.211,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$334.904,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$268.278,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$486.280,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$335.920,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$581.841,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$294.729,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$545.689,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$347.660,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$416.591,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$572.610,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$317.989,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$477.604,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$484.857,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$299.187,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$361.284,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$375.092,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$378.265,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$398.047,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$529.570,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$572.356,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$280.450,00",403103,Ingresos Bonos Contribución,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"$233.279,00",403103,Ingresos Bonos Contribución,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,,Venezuela,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"$329.609,00",403103,Ingresos Bonos Contribución,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,,Venezuela,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"$280.069,00",403103,Ingresos Bonos Contribución,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,,Venezuela,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"$258.235,00",403103,Ingresos Bonos Contribución,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,,Venezuela,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"$371.932,00",403103,Ingresos Bonos Contribución,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,,Venezuela,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"$488.646,00",403103,Ingresos Bonos Contribución,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,,Venezuela,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"$243.430,00",403103,Ingresos Bonos Contribución,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,,Venezuela,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"$435.348,00",403103,Ingresos Bonos Contribución,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,,Venezuela,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"$540.812,00",403103,Ingresos Bonos Contribución,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,,Venezuela,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"$515.890,00",403103,Ingresos Bonos Contribución,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,,Venezuela,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"$593.821,00",403103,Ingresos Bonos Contribución,Para fines generales
D00121,Ministerio de Acción Comunitaria,Estado,Contacto ZVS,-,accióncomunitaria@mail.com,+56 5550-9223,,Chile,Observación DD,GOB,Exento,34-01712356-6,26/1/2018,,SI,Anual,"$243.823,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00121,Ministerio de Acción Comunitaria,Estado,Contacto ZVS,-,accióncomunitaria@mail.com,+56 5550-9223,,Chile,Observación DD,GOB,Exento,34-01712356-6,26/1/2018,,SI,Anual,"$272.276,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00121,Ministerio de Acción Comunitaria,Estado,Contacto ZVS,-,accióncomunitaria@mail.com,+56 5550-9223,,Chile,Observación DD,GOB,Exento,34-01712356-6,26/1/2018,,SI,Anual,"$205.153,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00121,Ministerio de Acción Comunitaria,Estado,Contacto ZVS,-,accióncomunitaria@mail.com,+56 5550-9223,,Chile,Observación DD,GOB,Exento,34-01712356-6,26/1/2018,,SI,Anual,"$218.438,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00121,Ministerio de Acción Comunitaria,Estado,Contacto ZVS,-,accióncomunitaria@mail.com,+56 5550-9223,,Chile,Observación DD,GOB,Exento,34-01712356-6,26/1/2018,,SI,Anual,"$135.999,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00121,Ministerio de Acción Comunitaria,Estado,Contacto ZVS,-,accióncomunitaria@mail.com,+56 5550-9223,,Chile,Observación DD,GOB,Exento,34-01712356-6,26/1/2018,,SI,Anual,"$190.938,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,,Bolivia,Observación,SRL,Responsable Inscripto,24-78912356-7,1/1/2018,,SI,Semestral,"$66.227,00",403103,Ingresos Bonos Contribución,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,,Bolivia,Observación,SRL,Responsable Inscripto,24-78912356-7,1/1/2018,,SI,Semestral,"$55.300,00",403103,Ingresos Bonos Contribución,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,,Bolivia,Observación,SRL,Responsable Inscripto,24-78912356-7,1/1/2018,,SI,Semestral,"$84.760,00",403103,Ingresos Bonos Contribución,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,,Bolivia,Observación,SRL,Responsable Inscripto,24-78912356-7,1/1/2018,,SI,Semestral,"$16.137,00",403103,Ingresos Bonos Contribución,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,,Bolivia,Observación,SRL,Responsable Inscripto,24-78912356-7,1/1/2018,,SI,Semestral,"$18.448,00",403103,Ingresos Bonos Contribución,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,,Bolivia,Observación,SRL,Responsable Inscripto,24-78912356-7,1/1/2018,,SI,Semestral,"$75.788,00",403103,Ingresos Bonos Contribución,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,,Bolivia,Observación,SRL,Responsable Inscripto,24-78912356-7,1/1/2018,,SI,Semestral,"$24.378,00",403103,Ingresos Bonos Contribución,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,,Bolivia,Observación,SRL,Responsable Inscripto,24-78912356-7,1/1/2018,,SI,Semestral,"$61.986,00",403103,Ingresos Bonos Contribución,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,,Bolivia,Observación,SRL,Responsable Inscripto,24-78912356-7,1/1/2018,,SI,Semestral,"$82.997,00",403103,Ingresos Bonos Contribución,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,,Bolivia,Observación,SRL,Responsable Inscripto,24-78912356-7,1/1/2018,,SI,Semestral,"$30.913,00",403103,Ingresos Bonos Contribución,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,,Bolivia,Observación,SRL,Responsable Inscripto,24-78912356-7,1/1/2018,,SI,Semestral,"$92.208,00",403103,Ingresos Bonos Contribución,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,,Bolivia,Observación,SRL,Responsable Inscripto,24-78912356-7,1/1/2018,,SI,Semestral,"$93.637,00",403103,Ingresos Bonos Contribución,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,,Bolivia,Observación,SRL,Responsable Inscripto,24-78912356-7,1/1/2018,,SI,Semestral,"$16.927,00",403103,Ingresos Bonos Contribución,Para fines generales
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,,Bolivia,Observación D,GOB,Monotributista,24-72582356-8,2/1/2021,,SI,Mensual,"$1.121.873,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,,Bolivia,Observación D,GOB,Monotributista,24-72582356-8,2/1/2021,,SI,Mensual,"$220.940,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,,Bolivia,Observación D,GOB,Monotributista,24-72582356-8,2/1/2021,,SI,Mensual,"$570.809,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,,Bolivia,Observación D,GOB,Monotributista,24-72582356-8,2/1/2021,,SI,Mensual,"$408.684,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,,Bolivia,Observación D,GOB,Monotributista,24-72582356-8,2/1/2021,,SI,Mensual,"$451.106,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,,Bolivia,Observación D,GOB,Monotributista,24-72582356-8,2/1/2021,,SI,Mensual,"$442.684,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,,Bolivia,Observación D,GOB,Monotributista,24-72582356-8,2/1/2021,,SI,Mensual,"$404.537,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,,Bolivia,Observación D,GOB,Monotributista,24-72582356-8,2/1/2021,,SI,Mensual,"$374.870,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,,Bolivia,Observación D,GOB,Monotributista,24-72582356-8,2/1/2021,,SI,Mensual,"$496.721,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,,Bolivia,Observación D,GOB,Monotributista,24-72582356-8,2/1/2021,,SI,Mensual,"$455.378,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,,Bolivia,Observación D,GOB,Monotributista,24-72582356-8,2/1/2021,,SI,Mensual,"$329.454,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,,Bolivia,Observación D,GOB,Monotributista,24-72582356-8,2/1/2021,,SI,Mensual,"$492.165,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,+54 9 11 1234 5678,Buenos Aires,Argentina,Observación DE,ONG,Monotributista,20-12345678-9,1/2/2024,,SI,Mensual,"$221.969,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,+54 9 11 1234 5678,Buenos Aires,Argentina,Observación DE,ONG,Monotributista,20-12345678-9,1/2/2024,,SI,Mensual,"$293.230,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,+54 9 11 1234 5678,Buenos Aires,Argentina,Observación DE,ONG,Monotributista,20-12345678-9,1/2/2024,,SI,Mensual,"$568.883,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,+54 9 11 1234 5678,Buenos Aires,Argentina,Observación DE,ONG,Monotributista,20-12345678-9,1/2/2024,,SI,Mensual,"$470.187,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,+54 9 11 1234 5678,Buenos Aires,Argentina,Observación DE,ONG,Monotributista,20-12345678-9,1/2/2024,,SI,Mensual,"$347.778,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,+54 9 11 1234 5678,Buenos Aires,Argentina,Observación DE,ONG,Monotributista,20-12345678-9,1/2/2024,,SI,Mensual,"$295.364,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,+54 9 11 1234 5678,Buenos Aires,Argentina,Observación DE,ONG,Monotributista,20-12345678-9,1/2/2024,,SI,Mensual,"$250.149,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,+54 9 11 1234 5678,Buenos Aires,Argentina,Observación DE,ONG,Monotributista,20-12345678-9,1/2/2024,,SI,Mensual,"$473.575,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/2/2024,,SI,Mensual,"$35.115,00",403103,Ingresos Bonos Contribución,Para fines generales
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/2/2024,,SI,Mensual,"$43.290,00",403103,Ingresos Bonos Contribución,Para fines generales
